CompoundID,ChemOntID,ClassifiedResults
71313964,NotAvailable,"predicted_chebi_terms: [""hexose (CHEBI:18133)"", ""glycoside (CHEBI:24400)"", ""(trifluoromethyl)benzenes (CHEBI:83565)"", ""anilide (CHEBI:13248)"", ""benzenes (CHEBI:22712)"", ""organosulfur compound (CHEBI:33261)"", ""nitrile (CHEBI:18379)"", ""aromatic amide (CHEBI:62733)"", ""3-hydroxy carboxylic acid (CHEBI:61355)"", ""organofluorine compound (CHEBI:37143)"", ""oxanes (CHEBI:46942)"", ""pyrans (CHEBI:26407)"", ""sulfone (CHEBI:35850)"", ""carboxamide (CHEBI:37622)"", ""secondary alcohol (CHEBI:35681)"", ""oxacycle (CHEBI:38104)"", ""polyol (CHEBI:26191)"", ""acetal (CHEBI:59769)"", ""carboxylic acid (CHEBI:33575)"", ""monocarboxylic acid (CHEBI:25384)"", ""organic oxide (CHEBI:25701)"", ""carbonyl compound (CHEBI:36586)"", ""pnictogen molecular entity (CHEBI:33302)"", ""organic molecular entity (CHEBI:50860)"", ""organic molecule (CHEBI:72695)"", ""glucosiduronic acid (CHEBI:24302)"", ""chemical entity (CHEBI:24431)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""carbohydrates and carbohydrate derivatives (CHEBI:78616)"", ""monosaccharide (CHEBI:35381)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""organic acid (CHEBI:64709)"", ""hydroxy carboxylic acid (CHEBI:24669)"", ""organohalogen compound (CHEBI:36684)"", ""haloarene (CHEBI:50887)"", ""organic heterocyclic compound (CHEBI:24532)"", ""amide (CHEBI:32988)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""cyanides (CHEBI:23424)"", ""ether (CHEBI:25698)"", ""haloalkane (CHEBI:24469)"", ""carbohydrate acid derivative (CHEBI:63436)""]"
71313964,NotAvailable,predicted_lipidmaps_terms: []
71313964,NotAvailable,Classification_version: 2.1
71315107,CHEMONTID:0000000,Kingdom: Organic compounds
71315107,CHEMONTID:0000264,Superclass: Organic acids and derivatives
71315107,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
71315107,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
71315107,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
71315107,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
71315107,CHEMONTID:0004329,Direct_parent: Leucine and derivatives
71315107,CHEMONTID:0002309,alternative_parents: Alpha amino acid amides
71315107,CHEMONTID:0001096,alternative_parents: N-acyl amines
71315107,CHEMONTID:0000122,alternative_parents: Alpha-amino ketones
71315107,CHEMONTID:0002239,alternative_parents: Trialkylamines
71315107,CHEMONTID:0001238,alternative_parents: Carboxylic acid esters
71315107,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
71315107,CHEMONTID:0002228,alternative_parents: Dialkylamines
71315107,CHEMONTID:0000475,alternative_parents: Carboxylic acid amides
71315107,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
71315107,CHEMONTID:0003940,alternative_parents: Organic oxides
71315107,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
71315107,NotAvailable,mMlecular_framework: Aliphatic acyclic compounds
71315107,NotAvailable,"Substituents: [""Leucine or derivatives"", ""Alpha-amino acid amide"", ""Fatty acyl"", ""N-acyl-amine"", ""Fatty amide"", ""Alpha-aminoketone"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Ketone"", ""Carboxylic acid ester"", ""Carboxamide group"", ""Secondary amine"", ""Monocarboxylic acid or derivatives"", ""Secondary aliphatic amine"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organopnictogen compound"", ""Organic oxide"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Amine"", ""Aliphatic acyclic compound""]"
71315107,NotAvailable,External_descriptors: []
71315107,NotAvailable,"Ancestors: [""Alpha amino acid amides"", ""Alpha amino acids and derivatives"", ""Alpha-amino ketones"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkylamines"", ""Fatty Acyls"", ""Fatty amides"", ""Hydrocarbon derivatives"", ""Ketones"", ""Leucine and derivatives"", ""Lipids and lipid-like molecules"", ""Monocarboxylic acids and derivatives"", ""N-acyl amines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Secondary amines"", ""Tertiary amines"", ""Trialkylamines""]"
71315107,NotAvailable,predicted_chebi_terms: []
71315107,NotAvailable,predicted_lipidmaps_terms: []
71315107,NotAvailable,Classification_version: 2.1
71315116,CHEMONTID:0000000,Kingdom: Organic compounds
71315116,CHEMONTID:0000264,Superclass: Organic acids and derivatives
71315116,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
71315116,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
71315116,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
71315116,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
71315116,CHEMONTID:0004329,Direct_parent: Leucine and derivatives
71315116,CHEMONTID:0002309,alternative_parents: Alpha amino acid amides
71315116,CHEMONTID:0001096,alternative_parents: N-acyl amines
71315116,CHEMONTID:0002913,alternative_parents: Beta-hydroxy ketones
71315116,CHEMONTID:0000122,alternative_parents: Alpha-amino ketones
71315116,CHEMONTID:0002239,alternative_parents: Trialkylamines
71315116,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
71315116,CHEMONTID:0001661,alternative_parents: Secondary alcohols
71315116,CHEMONTID:0002228,alternative_parents: Dialkylamines
71315116,CHEMONTID:0003940,alternative_parents: Organic oxides
71315116,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
71315116,NotAvailable,mMlecular_framework: Aliphatic acyclic compounds
71315116,NotAvailable,"Substituents: [""Leucine or derivatives"", ""Alpha-amino acid amide"", ""Beta-hydroxy ketone"", ""Fatty acyl"", ""Fatty amide"", ""N-acyl-amine"", ""Alpha-aminoketone"", ""Carboxamide group"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Secondary carboxylic acid amide"", ""Secondary alcohol"", ""Ketone"", ""Secondary amine"", ""Secondary aliphatic amine"", ""Alcohol"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Hydrocarbon derivative"", ""Carbonyl group"", ""Organic oxide"", ""Amine"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Aliphatic acyclic compound""]"
71315116,NotAvailable,External_descriptors: []
71315116,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Alpha amino acid amides"", ""Alpha amino acids and derivatives"", ""Alpha-amino ketones"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Beta-hydroxy ketones"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkylamines"", ""Fatty Acyls"", ""Fatty amides"", ""Hydrocarbon derivatives"", ""Ketones"", ""Leucine and derivatives"", ""Lipids and lipid-like molecules"", ""N-acyl amines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Secondary alcohols"", ""Secondary amines"", ""Secondary carboxylic acid amides"", ""Tertiary amines"", ""Trialkylamines""]"
71315116,NotAvailable,"predicted_chebi_terms: [""amino acid amide (CHEBI:22475)"", ""fatty amide (CHEBI:29348)"", ""beta-hydroxy ketone (CHEBI:55380)"", ""organic amino compound (CHEBI:50047)"", ""ketone (CHEBI:17087)"", ""tertiary amino compound (CHEBI:50996)"", ""carboxamide (CHEBI:37622)"", ""secondary alcohol (CHEBI:35681)"", ""secondary amino compound (CHEBI:50995)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""leucine derivative (CHEBI:47003)"", ""chemical entity (CHEBI:24431)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""carbonyl compound (CHEBI:36586)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""lipid (CHEBI:18059)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""amide (CHEBI:32988)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""secondary amine (CHEBI:32863)""]"
71315116,NotAvailable,"predicted_lipidmaps_terms: [""N-acyl amines (FA0802)"", ""Fatty Acyls (FA)"", ""Fatty amides (FA08)""]"
71315116,NotAvailable,Classification_version: 2.1
71315173,CHEMONTID:0000000,Kingdom: Organic compounds
71315173,CHEMONTID:0000264,Superclass: Organic acids and derivatives
71315173,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
71315173,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
71315173,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
71315173,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
71315173,CHEMONTID:0002309,Direct_parent: Alpha amino acid amides
71315173,CHEMONTID:0002205,alternative_parents: Thioglycosides
71315173,CHEMONTID:0002287,alternative_parents: Pyrroline carboxylic acids and derivatives
71315173,CHEMONTID:0001540,alternative_parents: Monosaccharides
71315173,CHEMONTID:0002012,alternative_parents: Oxanes
71315173,CHEMONTID:0002131,alternative_parents: Monothioacetals
71315173,CHEMONTID:0002239,alternative_parents: Trialkylamines
71315173,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
71315173,CHEMONTID:0001661,alternative_parents: Secondary alcohols
71315173,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
71315173,CHEMONTID:0003260,alternative_parents: Sulfenyl compounds
71315173,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
71315173,CHEMONTID:0002286,alternative_parents: Polyols
71315173,CHEMONTID:0001516,alternative_parents: Organochlorides
71315173,CHEMONTID:0003940,alternative_parents: Organic oxides
71315173,CHEMONTID:0001026,alternative_parents: Alkyl chlorides
71315173,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
71315173,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
71315173,NotAvailable,mMlecular_framework: Aliphatic heteromonocyclic compounds
71315173,NotAvailable,"Substituents: [""Alpha-amino acid amide"", ""Glycosyl compound"", ""S-glycosyl compound"", ""Pyrroline carboxylic acid or derivatives"", ""Monosaccharide"", ""Oxane"", ""Pyrroline"", ""Monothioacetal"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Secondary carboxylic acid amide"", ""Secondary alcohol"", ""Carboxamide group"", ""Organoheterocyclic compound"", ""Sulfenyl compound"", ""Oxacycle"", ""Azacycle"", ""Polyol"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organochloride"", ""Organohalogen compound"", ""Organosulfur compound"", ""Alcohol"", ""Organic oxygen compound"", ""Carbonyl group"", ""Amine"", ""Organic nitrogen compound"", ""Alkyl halide"", ""Alkyl chloride"", ""Organic oxide"", ""Aliphatic heteromonocyclic compound""]"
71315173,NotAvailable,External_descriptors: []
71315173,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Alkyl chlorides"", ""Alkyl halides"", ""Alpha amino acid amides"", ""Alpha amino acids and derivatives"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Azacyclic compounds"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Fatty Acyls"", ""Fatty amides"", ""Glycosyl compounds"", ""Hydrocarbon derivatives"", ""Lipids and lipid-like molecules"", ""Monosaccharides"", ""Monothioacetals"", ""N-acyl amines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organochlorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfur compounds"", ""Oxacyclic compounds"", ""Oxanes"", ""Polyols"", ""Pyrroline carboxylic acids and derivatives"", ""Pyrrolines"", ""Secondary alcohols"", ""Secondary carboxylic acid amides"", ""Sulfenyl compounds"", ""Tertiary amines"", ""Thioacetals"", ""Thioglycosides"", ""Trialkylamines""]"
71315173,NotAvailable,"predicted_chebi_terms: [""S-glycosyl compound (CHEBI:35275)"", ""pyrroline (CHEBI:23763)"", ""monosaccharide (CHEBI:35381)"", ""oxanes (CHEBI:46942)"", ""monothioacetal (CHEBI:59793)"", ""tertiary amino compound (CHEBI:50996)"", ""carboxamide (CHEBI:37622)"", ""secondary alcohol (CHEBI:35681)"", ""oxacycle (CHEBI:38104)"", ""organosulfur compound (CHEBI:33261)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""polyol (CHEBI:26191)"", ""organochlorine compound (CHEBI:36683)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""carbonyl compound (CHEBI:36586)"", ""amino acid amide (CHEBI:22475)"", ""chemical entity (CHEBI:24431)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""organooxygen compound (CHEBI:36963)"", ""carbohydrates and carbohydrate derivatives (CHEBI:78616)"", ""glycoside (CHEBI:24400)"", ""organic heterocyclic compound (CHEBI:24532)"", ""thioacetal (CHEBI:59792)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""amide (CHEBI:32988)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""organohalogen compound (CHEBI:36684)"", ""haloalkane (CHEBI:24469)""]"
71315173,NotAvailable,predicted_lipidmaps_terms: []
71315173,NotAvailable,Classification_version: 2.1
71315210,CHEMONTID:0000000,Kingdom: Organic compounds
71315210,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
71315210,CHEMONTID:0000317,Class: Benzothiazepines
71315210,CHEMONTID:0000317,Direct_parent: Benzothiazepines
71315210,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
71315210,CHEMONTID:0000138,alternative_parents: Anisoles
71315210,CHEMONTID:0004113,alternative_parents: Methoxybenzenes
71315210,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
71315210,CHEMONTID:0003863,alternative_parents: Alkylarylthioethers
71315210,CHEMONTID:0004184,alternative_parents: Trialkyl amine oxides
71315210,CHEMONTID:0001664,alternative_parents: Tertiary carboxylic acid amides
71315210,CHEMONTID:0001661,alternative_parents: Secondary alcohols
71315210,CHEMONTID:0000160,alternative_parents: Lactams
71315210,CHEMONTID:0003070,alternative_parents: Trisubstituted amine oxides and derivatives
71315210,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
71315210,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
71315210,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
71315210,CHEMONTID:0003940,alternative_parents: Organic oxides
71315210,CHEMONTID:0003865,alternative_parents: Organic salts
71315210,CHEMONTID:0003610,alternative_parents: Organic zwitterions
71315210,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
71315210,NotAvailable,"Substituents: [""Benzothiazepine"", ""Phenoxy compound"", ""Aryl thioether"", ""Anisole"", ""Phenol ether"", ""Methoxybenzene"", ""Alkyl aryl ether"", ""Alkylarylthioether"", ""Monocyclic benzene moiety"", ""Benzenoid"", ""Trialkyl amine oxide"", ""Tertiary carboxylic acid amide"", ""Carboxamide group"", ""Lactam"", ""Secondary alcohol"", ""Trisubstituted n-oxide"", ""N-oxide"", ""Azacycle"", ""Thioether"", ""Carboxylic acid derivative"", ""Ether"", ""Organic zwitterion"", ""Organic nitrogen compound"", ""Organonitrogen compound"", ""Alcohol"", ""Carbonyl group"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Organic oxygen compound"", ""Organooxygen compound"", ""Organic salt"", ""Aromatic heteropolycyclic compound""]"
71315210,NotAvailable,External_descriptors: []
71315210,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Alkyl aryl ethers"", ""Alkylarylthioethers"", ""Amine oxides and derivatives"", ""Amines"", ""Aminoxides"", ""Anisoles"", ""Aryl thioethers"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzothiazepines"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Ethers"", ""Fatty Acyls"", ""Fatty amides"", ""Hydrocarbon derivatives"", ""Lactams"", ""Lipids and lipid-like molecules"", ""Methoxybenzenes"", ""Monosaccharides"", ""N-acyl amines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxoanionic compounds"", ""Organic oxygen compounds"", ""Organic salts"", ""Organic zwitterions"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfur compounds"", ""Phenol ethers"", ""Phenoxy compounds"", ""Secondary alcohols"", ""Sulfenyl compounds"", ""Tertiary carboxylic acid amides"", ""Thioenol ethers"", ""Thioethers"", ""Trialkyl amine oxides"", ""Trisubstituted amine oxides and derivatives""]"
71315210,NotAvailable,"predicted_chebi_terms: [""benzenes (CHEBI:22712)"", ""methoxybenzene (CHEBI:51683)"", ""aromatic ether (CHEBI:35618)"", ""aryl sulfide (CHEBI:35683)"", ""organonitrogen compound (CHEBI:35352)"", ""N-oxide (CHEBI:35580)"", ""carboxamide (CHEBI:37622)"", ""secondary alcohol (CHEBI:35681)"", ""lactam (CHEBI:24995)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""carbonyl compound (CHEBI:36586)"", ""organic molecule (CHEBI:72695)"", ""organic oxide (CHEBI:25701)"", ""organic salt (CHEBI:24868)"", ""zwitterion (CHEBI:27369)"", ""organic molecular entity (CHEBI:50860)"", ""benzothiazepine (CHEBI:48684)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""oxygen molecular entity (CHEBI:25806)"", ""organooxygen compound (CHEBI:36963)"", ""ether (CHEBI:25698)"", ""organosulfur compound (CHEBI:33261)"", ""organic sulfide (CHEBI:16385)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""amide (CHEBI:32988)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""organic heterocyclic compound (CHEBI:24532)"", ""amine (CHEBI:32952)"", ""N-substituted amine (CHEBI:35323)""]"
71315210,NotAvailable,predicted_lipidmaps_terms: []
71315210,NotAvailable,Classification_version: 2.1
71315252,CHEMONTID:0000000,Kingdom: Organic compounds
71315252,CHEMONTID:0000002,Superclass: Organoheterocyclic compounds
71315252,CHEMONTID:0002389,Class: Diazinanes
71315252,CHEMONTID:0000189,Subclass: Piperazines
71315252,CHEMONTID:0001984,Direct_parent: Phenylpiperazines
71315252,CHEMONTID:0003359,alternative_parents: N-arylpiperazines
71315252,CHEMONTID:0004683,"alternative_parents: Aryl 1,2,4-triazolones"
71315252,CHEMONTID:0000314,alternative_parents: Triazolopyridines
71315252,CHEMONTID:0003901,alternative_parents: Dialkylarylamines
71315252,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
71315252,CHEMONTID:0001160,alternative_parents: Pyridinones
71315252,CHEMONTID:0003357,alternative_parents: N-alkylpiperazines
71315252,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
71315252,CHEMONTID:0002239,alternative_parents: Trialkylamines
71315252,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
71315252,CHEMONTID:0000323,alternative_parents: Organooxygen compounds
71315252,CHEMONTID:0003940,alternative_parents: Organic oxides
71315252,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
71315252,NotAvailable,mMlecular_framework: Aromatic heteropolycyclic compounds
71315252,NotAvailable,"Substituents: [""Phenylpiperazine"", ""N-arylpiperazine"", ""Aryl 1,2,4-triazol-3-one"", ""Triazolopyridine"", ""Tertiary aliphatic/aromatic amine"", ""Dialkylarylamine"", ""Aniline or substituted anilines"", ""N-alkylpiperazine"", ""Pyridinone"", ""Benzenoid"", ""Monocyclic benzene moiety"", ""Pyridine"", ""Azole"", ""Heteroaromatic compound"", ""1,2,4-triazole"", ""Triazole"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Azacycle"", ""Hydrocarbon derivative"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Organic oxide"", ""Amine"", ""Aromatic heteropolycyclic compound""]"
71315252,NotAvailable,External_descriptors: []
71315252,NotAvailable,"Ancestors: [""Amines"", ""Aniline and substituted anilines"", ""Aryl 1,2,4-triazolones"", ""Azacyclic compounds"", ""Azoles"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Chemical entities"", ""Dialkylarylamines"", ""Diazinanes"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Hydropyridines"", ""N-alkylpiperazines"", ""N-arylpiperazines"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Phenylpiperazines"", ""Piperazines"", ""Pyridines and derivatives"", ""Pyridinones"", ""Tertiary alkylarylamines"", ""Tertiary amines"", ""Trialkylamines"", ""Triazoles"", ""Triazolones"", ""Triazolopyridines""]"
71315252,NotAvailable,"predicted_chebi_terms: [""N-arylpiperazine (CHEBI:46848)"", ""triazoles (CHEBI:35727)"", ""triazolopyridine (CHEBI:46746)"", ""dialkylarylamine (CHEBI:23665)"", ""tertiary amino compound (CHEBI:50996)"", ""anilines (CHEBI:22562)"", ""pyridone (CHEBI:38183)"", ""N-alkylpiperazine (CHEBI:46845)"", ""organic aromatic compound (CHEBI:33659)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organooxygen compound (CHEBI:36963)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""piperazines (CHEBI:26144)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organic heteromonocyclic compound (CHEBI:25693)"", ""azole (CHEBI:68452)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""tertiary amine (CHEBI:32876)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""pyridines (CHEBI:26421)"", ""dihydropyridine (CHEBI:50075)"", ""oxygen molecular entity (CHEBI:25806)""]"
71315252,NotAvailable,predicted_lipidmaps_terms: []
71315252,NotAvailable,Classification_version: 2.1
71315319,CHEMONTID:0000000,Kingdom: Organic compounds
71315319,CHEMONTID:0002448,Superclass: Benzenoids
71315319,CHEMONTID:0002341,Class: Phenol ethers
71315319,CHEMONTID:0004670,Subclass: Aminophenyl ethers
71315319,CHEMONTID:0004670,Direct_parent: Aminophenyl ethers
71315319,CHEMONTID:0002454,alternative_parents: Tertiary alkylarylamines
71315319,CHEMONTID:0004742,alternative_parents: Phenoxy compounds
71315319,CHEMONTID:0000284,alternative_parents: Aniline and substituted anilines
71315319,CHEMONTID:0002564,alternative_parents: Dichlorobenzenes
71315319,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
71315319,CHEMONTID:0004472,alternative_parents: Ketals
71315319,CHEMONTID:0001030,alternative_parents: Aryl chlorides
71315319,CHEMONTID:0002311,alternative_parents: N-substituted imidazoles
71315319,CHEMONTID:0001316,"alternative_parents: 1,3-dioxolanes"
71315319,CHEMONTID:0003922,alternative_parents: Acetamides
71315319,CHEMONTID:0001664,alternative_parents: Tertiary carboxylic acid amides
71315319,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
71315319,CHEMONTID:0000347,alternative_parents: Amino acids and derivatives
71315319,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
71315319,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
71315319,CHEMONTID:0000470,alternative_parents: Enamines
71315319,CHEMONTID:0001516,alternative_parents: Organochlorides
71315319,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
71315319,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
71315319,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
71315319,CHEMONTID:0003940,alternative_parents: Organic oxides
71315319,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
71315319,NotAvailable,"Substituents: [""Aminophenyl ether"", ""Phenoxy compound"", ""1,3-dichlorobenzene"", ""Tertiary aliphatic/aromatic amine"", ""Aniline or substituted anilines"", ""Chlorobenzene"", ""Alkyl aryl ether"", ""Ketal"", ""Halobenzene"", ""N-substituted imidazole"", ""Monocyclic benzene moiety"", ""Aryl halide"", ""Aryl chloride"", ""Tertiary carboxylic acid amide"", ""Azole"", ""Meta-dioxolane"", ""Imidazole"", ""Acetamide"", ""Heteroaromatic compound"", ""Tertiary amine"", ""Carboxamide group"", ""Amino acid or derivatives"", ""Organoheterocyclic compound"", ""Enamine"", ""Acetal"", ""Carboxylic acid derivative"", ""Ether"", ""Azacycle"", ""Oxacycle"", ""Organic nitrogen compound"", ""Organohalogen compound"", ""Carbonyl group"", ""Organochloride"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Hydrocarbon derivative"", ""Organic oxide"", ""Amine"", ""Organopnictogen compound"", ""Organic oxygen compound"", ""Aromatic heteromonocyclic compound""]"
71315319,NotAvailable,External_descriptors: []
