CompoundID,ChemOntID,ClassifiedResults
72710722,NotAvailable,"predicted_chebi_terms: [""N-acyl-amino acid (CHEBI:51569)"", ""acetamides (CHEBI:22160)"", ""L-alpha-amino acid (CHEBI:15705)"", ""aromatic amine (CHEBI:33860)"", ""aralkylamine (CHEBI:18000)"", ""medium-chain fatty acid (CHEBI:59554)"", ""aryl sulfide (CHEBI:35683)"", ""amino fatty acid (CHEBI:59650)"", ""1,3-thiazine (CHEBI:46975)"", ""dicarboxylic acid (CHEBI:35692)"", ""tetrazoles (CHEBI:35689)"", ""carboxamide (CHEBI:37622)"", ""organic aromatic compound (CHEBI:33659)"", ""tertiary amine (CHEBI:32876)"", ""amino acid (CHEBI:33709)"", ""azetidines (CHEBI:38777)"", ""organosulfur compound (CHEBI:33261)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""carboxylic acid (CHEBI:33575)"", ""aliphatic sulfide (CHEBI:22327)"", ""carbonyl compound (CHEBI:36586)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""cephalosporin (CHEBI:23066)"", ""chemical entity (CHEBI:24431)"", ""organic acid (CHEBI:64709)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""alpha-amino acid (CHEBI:33704)"", ""lipid (CHEBI:18059)"", ""monocarboxylic acid (CHEBI:25384)"", ""organic sulfide (CHEBI:16385)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""amine (CHEBI:32952)"", ""organic heterocyclic compound (CHEBI:24532)"", ""thiazine (CHEBI:38326)"", ""azole (CHEBI:68452)"", ""amide (CHEBI:32988)"", ""oxygen molecular entity (CHEBI:25806)"", ""primary amine (CHEBI:32877)"", ""lactam (CHEBI:24995)"", ""beta-lactam (CHEBI:35627)"", ""cephem (CHEBI:38311)""]"
72710722,NotAvailable,"predicted_lipidmaps_terms: [""Fatty Acids and Conjugates (FA01)"", ""Amino fatty acids (FA0110)"", ""Dicarboxylic acids (FA0117)"", ""Fatty Acyls (FA)""]"
72710722,NotAvailable,Classification_version: 2.1
72734356,CHEMONTID:0000000,Kingdom: Organic compounds
72734356,CHEMONTID:0000012,Superclass: Lipids and lipid-like molecules
72734356,CHEMONTID:0000259,Class: Prenol lipids
72734356,CHEMONTID:0001551,Subclass: Diterpenoids
72734356,CHEMONTID:0000676,Direct_parent: Taxanes and derivatives
72734356,CHEMONTID:0001350,alternative_parents: Benzoic acid esters
72734356,CHEMONTID:0001986,alternative_parents: Tricarboxylic acids and derivatives
72734356,CHEMONTID:0000321,alternative_parents: Benzoyl derivatives
72734356,CHEMONTID:0000324,alternative_parents: Fatty acid esters
72734356,CHEMONTID:0001540,alternative_parents: Monosaccharides
72734356,CHEMONTID:0001670,alternative_parents: Tertiary alcohols
72734356,CHEMONTID:0001162,alternative_parents: Carbamate esters
72734356,CHEMONTID:0001661,alternative_parents: Secondary alcohols
72734356,CHEMONTID:0000070,alternative_parents: Oxetanes
72734356,CHEMONTID:0000364,alternative_parents: Organic carbonic acids and derivatives
72734356,CHEMONTID:0000118,alternative_parents: Ketones
72734356,CHEMONTID:0001238,alternative_parents: Carboxylic acid esters
72734356,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
72734356,CHEMONTID:0001167,alternative_parents: Dialkyl ethers
72734356,CHEMONTID:0004557,alternative_parents: Organopnictogen compounds
72734356,CHEMONTID:0000278,alternative_parents: Organonitrogen compounds
72734356,CHEMONTID:0003940,alternative_parents: Organic oxides
72734356,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
72734356,NotAvailable,"Substituents: [""Taxane diterpenoid"", ""Benzoate ester"", ""Tricarboxylic acid or derivatives"", ""Benzoic acid or derivatives"", ""Benzoyl"", ""Fatty acid ester"", ""Fatty acyl"", ""Benzenoid"", ""Monosaccharide"", ""Monocyclic benzene moiety"", ""Carbamic acid ester"", ""Tertiary alcohol"", ""Secondary alcohol"", ""Oxetane"", ""Carbonic acid derivative"", ""Ketone"", ""Carboxylic acid ester"", ""Oxacycle"", ""Organoheterocyclic compound"", ""Ether"", ""Dialkyl ether"", ""Carboxylic acid derivative"", ""Organic nitrogen compound"", ""Organic oxygen compound"", ""Organopnictogen compound"", ""Organic oxide"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Organonitrogen compound"", ""Carbonyl group"", ""Alcohol"", ""Aromatic heteropolycyclic compound""]"
72734356,NotAvailable,External_descriptors: []
72734356,NotAvailable,"Ancestors: [""Alcohols and polyols"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzoic acid esters"", ""Benzoic acids and derivatives"", ""Benzoyl derivatives"", ""Carbamate esters"", ""Carbamic acids and derivatives"", ""Carbohydrates and carbohydrate conjugates"", ""Carbonyl compounds"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkyl ethers"", ""Diterpenoids"", ""Ethers"", ""Fatty Acyls"", ""Fatty acid esters"", ""Hydrocarbon derivatives"", ""Ketones"", ""Lipids and lipid-like molecules"", ""Monosaccharides"", ""Organic acids and derivatives"", ""Organic carbonic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxetanes"", ""Prenol lipids"", ""Secondary alcohols"", ""Taxanes and derivatives"", ""Tertiary alcohols"", ""Tricarboxylic acids and derivatives""]"
72734356,NotAvailable,predicted_chebi_terms: []
72734356,NotAvailable,predicted_lipidmaps_terms: []
72734356,NotAvailable,Classification_version: 2.1
72941553,CHEMONTID:0000000,Kingdom: Organic compounds
72941553,CHEMONTID:0000012,Superclass: Lipids and lipid-like molecules
72941553,CHEMONTID:0000258,Class: Steroids and steroid derivatives
72941553,CHEMONTID:0001466,Subclass: Estrane steroids
72941553,CHEMONTID:0003570,Direct_parent: Estrogens and derivatives
72941553,CHEMONTID:0002974,alternative_parents: 3-oxo delta-4-steroids
72941553,CHEMONTID:0003236,alternative_parents: 17-hydroxysteroids
72941553,CHEMONTID:0002978,alternative_parents: Delta-4-steroids
72941553,CHEMONTID:0004325,alternative_parents: Cyclohexenones
72941553,CHEMONTID:0001373,alternative_parents: Ynones
72941553,CHEMONTID:0002088,alternative_parents: Acyloins
72941553,CHEMONTID:0001670,alternative_parents: Tertiary alcohols
72941553,CHEMONTID:0001363,alternative_parents: Enones
72941553,CHEMONTID:0002912,alternative_parents: Alpha-hydroxy ketones
72941553,CHEMONTID:0000275,alternative_parents: Acryloyl compounds
72941553,CHEMONTID:0001661,alternative_parents: Secondary alcohols
72941553,CHEMONTID:0001292,alternative_parents: Cyclic alcohols and derivatives
72941553,CHEMONTID:0004565,alternative_parents: Haloacetylenes and derivatives
72941553,CHEMONTID:0004478,alternative_parents: Acetylides
72941553,CHEMONTID:0003940,alternative_parents: Organic oxides
72941553,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
72941553,NotAvailable,mMlecular_framework: Aliphatic homopolycyclic compounds
72941553,NotAvailable,"Substituents: [""Estrogen-skeleton"", ""17-hydroxysteroid"", ""Oxosteroid"", ""Hydroxysteroid"", ""2-hydroxysteroid"", ""3-oxosteroid"", ""3-oxo-delta-4-steroid"", ""Delta-4-steroid"", ""Cyclohexenone"", ""Ynone"", ""Acyloin"", ""Alpha,beta-unsaturated ketone"", ""Tertiary alcohol"", ""Enone"", ""Cyclic alcohol"", ""Alpha-hydroxy ketone"", ""Acryloyl-group"", ""Cyclic ketone"", ""Secondary alcohol"", ""Ketone"", ""Haloacetylene or derivatives"", ""Acetylide"", ""Organic oxygen compound"", ""Organic oxide"", ""Hydrocarbon derivative"", ""Organooxygen compound"", ""Alcohol"", ""Aliphatic homopolycyclic compound""]"
72941553,NotAvailable,External_descriptors: []
72941553,NotAvailable,"Ancestors: [""17-hydroxysteroids"", ""3-oxo delta-4-steroids"", ""3-oxosteroids"", ""Acetylides"", ""Acryloyl compounds"", ""Acyloins"", ""Alcohols and polyols"", ""Alpha,beta-unsaturated carbonyl compounds"", ""Alpha,beta-unsaturated ketones"", ""Alpha-hydroxy ketones"", ""Carbonyl compounds"", ""Chemical entities"", ""Cyclic alcohols and derivatives"", ""Cyclic ketones"", ""Cyclohexenones"", ""Delta-4-steroids"", ""Enones"", ""Estrane steroids"", ""Estrogens and derivatives"", ""Haloacetylenes and derivatives"", ""Hydrocarbon derivatives"", ""Hydroxysteroids"", ""Ketones"", ""Lipids and lipid-like molecules"", ""Organic compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organohalogen compounds"", ""Organooxygen compounds"", ""Oxosteroids"", ""Secondary alcohols"", ""Steroids and steroid derivatives"", ""Tertiary alcohols"", ""Ynones""]"
72941553,NotAvailable,predicted_chebi_terms: []
72941553,NotAvailable,predicted_lipidmaps_terms: []
72941553,NotAvailable,Classification_version: 2.1
72941947,CHEMONTID:0000000,Kingdom: Organic compounds
72941947,CHEMONTID:0000264,Superclass: Organic acids and derivatives
72941947,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
72941947,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
72941947,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
72941947,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
72941947,CHEMONTID:0002309,Direct_parent: Alpha amino acid amides
72941947,CHEMONTID:0002316,alternative_parents: Piperazine carboxamides
72941947,CHEMONTID:0003899,alternative_parents: Aralkylamines
72941947,CHEMONTID:0003357,alternative_parents: N-alkylpiperazines
72941947,CHEMONTID:0002279,alternative_parents: Benzene and substituted derivatives
72941947,CHEMONTID:0000089,alternative_parents: Pyridines and derivatives
72941947,CHEMONTID:0001245,alternative_parents: Gamma butyrolactones
72941947,CHEMONTID:0001967,alternative_parents: Oxolanes
72941947,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
72941947,CHEMONTID:0002239,alternative_parents: Trialkylamines
72941947,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
72941947,CHEMONTID:0001238,alternative_parents: Carboxylic acid esters
72941947,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
72941947,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
72941947,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
72941947,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
72941947,CHEMONTID:0003940,alternative_parents: Organic oxides
72941947,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
72941947,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
72941947,NotAvailable,"Substituents: [""Alpha-amino acid amide"", ""Piperazine-2-carboxamide"", ""N-alkylpiperazine"", ""Aralkylamine"", ""Monocyclic benzene moiety"", ""1,4-diazinane"", ""Gamma butyrolactone"", ""Piperazine"", ""Pyridine"", ""Benzenoid"", ""Heteroaromatic compound"", ""Oxolane"", ""Tertiary aliphatic amine"", ""Tertiary amine"", ""Secondary carboxylic acid amide"", ""Carboxamide group"", ""Carboxylic acid ester"", ""Lactone"", ""Oxacycle"", ""Azacycle"", ""Organoheterocyclic compound"", ""Monocarboxylic acid or derivatives"", ""Amine"", ""Organic nitrogen compound"", ""Carbonyl group"", ""Organic oxide"", ""Organic oxygen compound"", ""Hydrocarbon derivative"", ""Organonitrogen compound"", ""Organooxygen compound"", ""Aromatic heteromonocyclic compound""]"
72941947,NotAvailable,External_descriptors: []
72941947,NotAvailable,"Ancestors: [""Aldimines"", ""Alpha amino acid amides"", ""Alpha amino acids and derivatives"", ""Amines"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aralkylamines"", ""Azacyclic compounds"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acid esters"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Diazinanes"", ""Fatty Acyls"", ""Fatty acid esters"", ""Gamma butyrolactones"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Imines"", ""Lactones"", ""Lipids and lipid-like molecules"", ""Methylpyridines"", ""Monocarboxylic acids and derivatives"", ""N-alkylpiperazines"", ""Organic 1,3-dipolar compounds"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Oxolanes"", ""Piperazine carboxamides"", ""Piperazine carboxylic acids and derivatives"", ""Piperazines"", ""Propargyl-type 1,3-dipolar organic compounds"", ""Pyridines and derivatives"", ""Secondary carboxylic acid amides"", ""Tertiary amines"", ""Tetrahydrofurans"", ""Trialkylamines""]"
72941947,NotAvailable,"predicted_chebi_terms: [""piperazinecarboxamide (CHEBI:46853)"", ""aralkylamine (CHEBI:18000)"", ""N-alkylpiperazine (CHEBI:46845)"", ""benzenes (CHEBI:22712)"", ""pyridines (CHEBI:26421)"", ""gamma-lactone (CHEBI:37581)"", ""oxolanes (CHEBI:26912)"", ""organic aromatic compound (CHEBI:33659)"", ""tertiary amino compound (CHEBI:50996)"", ""carboxamide (CHEBI:37622)"", ""carboxylic ester (CHEBI:33308)"", ""oxacycle (CHEBI:38104)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""monocarboxylic acid (CHEBI:25384)"", ""carbonyl compound (CHEBI:36586)"", ""organic oxide (CHEBI:25701)"", ""organic molecule (CHEBI:72695)"", ""amino acid amide (CHEBI:22475)"", ""chemical entity (CHEBI:24431)"", ""organic heterocyclic compound (CHEBI:24532)"", ""organic heteromonocyclic compound (CHEBI:25693)"", ""piperazines (CHEBI:26144)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""organonitrogen compound (CHEBI:35352)"", ""amine (CHEBI:32952)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""lactone (CHEBI:25000)"", ""tertiary amine (CHEBI:32876)"", ""organic acid (CHEBI:64709)"", ""carboxylic acid (CHEBI:33575)"", ""organooxygen compound (CHEBI:36963)"", ""amide (CHEBI:32988)"", ""oxygen molecular entity (CHEBI:25806)""]"
72941947,NotAvailable,predicted_lipidmaps_terms: []
72941947,NotAvailable,Classification_version: 2.1
73050811,CHEMONTID:0000000,Kingdom: Organic compounds
73050811,CHEMONTID:0000264,Superclass: Organic acids and derivatives
73050811,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
73050811,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
73050811,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
73050811,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
73050811,CHEMONTID:0004310,Direct_parent: Valine and derivatives
73050811,CHEMONTID:0004148,alternative_parents: N-acyl-L-alpha-amino acids
73050811,CHEMONTID:0000041,alternative_parents: Biphenyls and derivatives
73050811,CHEMONTID:0000306,alternative_parents: Phenyltetrazoles and derivatives
73050811,CHEMONTID:0003410,alternative_parents: 1-benzopyrans
73050811,CHEMONTID:0000128,alternative_parents: Alkyl aryl ethers
73050811,CHEMONTID:0003899,alternative_parents: Aralkylamines
73050811,CHEMONTID:0001031,alternative_parents: Aryl fluorides
73050811,CHEMONTID:0001096,alternative_parents: N-acyl amines
73050811,CHEMONTID:0001664,alternative_parents: Tertiary carboxylic acid amides
73050811,CHEMONTID:0004144,alternative_parents: Heteroaromatic compounds
73050811,CHEMONTID:0002452,alternative_parents: Tertiary amines
73050811,CHEMONTID:0001661,alternative_parents: Secondary alcohols
73050811,CHEMONTID:0001897,"alternative_parents: 1,2-aminoalcohols"
73050811,CHEMONTID:0004176,alternative_parents: Amino acids
73050811,CHEMONTID:0001205,alternative_parents: Carboxylic acids
73050811,CHEMONTID:0002228,alternative_parents: Dialkylamines
73050811,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
73050811,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
73050811,CHEMONTID:0004140,alternative_parents: Oxacyclic compounds
73050811,CHEMONTID:0001831,alternative_parents: Carbonyl compounds
73050811,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
73050811,CHEMONTID:0003921,alternative_parents: Hydrochlorides
73050811,CHEMONTID:0003940,alternative_parents: Organic oxides
73050811,CHEMONTID:0001517,alternative_parents: Organofluorides
73050811,NotAvailable,"Substituents: [""Valine or derivatives"", ""N-acyl-alpha-amino acid"", ""N-acyl-alpha amino acid or derivatives"", ""N-acyl-l-alpha-amino acid"", ""Biphenyl"", ""Phenyltetrazole"", ""Chromane"", ""Benzopyran"", ""1-benzopyran"", ""Alkyl aryl ether"", ""Aralkylamine"", ""Aryl fluoride"", ""Aryl halide"", ""Benzenoid"", ""Monocyclic benzene moiety"", ""N-acyl-amine"", ""Azole"", ""Tetrazole"", ""Heteroaromatic compound"", ""Tertiary carboxylic acid amide"", ""Tertiary amine"", ""Secondary alcohol"", ""Carboxamide group"", ""Amino acid"", ""1,2-aminoalcohol"", ""Organoheterocyclic compound"", ""Azacycle"", ""Oxacycle"", ""Monocarboxylic acid or derivatives"", ""Ether"", ""Secondary aliphatic amine"", ""Carboxylic acid"", ""Secondary amine"", ""Organooxygen compound"", ""Carbonyl group"", ""Organic oxide"", ""Organic oxygen compound"", ""Organic nitrogen compound"", ""Hydrochloride"", ""Amine"", ""Hydrocarbon derivative"", ""Alcohol"", ""Organohalogen compound"", ""Organofluoride"", ""Organonitrogen compound"", ""Aromatic heteropolycyclic compound""]"
73050811,NotAvailable,External_descriptors: []
73050811,NotAvailable,"Ancestors: [""1,2-aminoalcohols"", ""1-benzopyrans"", ""Alcohols and polyols"", ""Alkanolamines"", ""Alkyl aryl ethers"", ""Alpha amino acids and derivatives"", ""Amines"", ""Amino acids"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aralkylamines"", ""Aryl fluorides"", ""Aryl halides"", ""Azacyclic compounds"", ""Azoles"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Benzopyrans"", ""Biphenyls and derivatives"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""Dialkylamines"", ""Ethers"", ""Fatty Acyls"", ""Fatty amides"", ""Heteroaromatic compounds"", ""Hydrocarbon derivatives"", ""Hydrochlorides"", ""Lipids and lipid-like molecules"", ""Monocarboxylic acids and derivatives"", ""N-acyl amines"", ""N-acyl-L-alpha-amino acids"", ""N-acyl-alpha amino acids"", ""N-acyl-alpha amino acids and derivatives"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organic salts"", ""Organofluorides"", ""Organohalogen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Oxacyclic compounds"", ""Phenyltetrazoles and derivatives"", ""Secondary alcohols"", ""Secondary amines"", ""Tertiary amines"", ""Tertiary carboxylic acid amides"", ""Tetrazoles"", ""Valine and derivatives""]"
73050811,NotAvailable,"predicted_chebi_terms: [""N-acyl-L-alpha-amino acid (CHEBI:48927)"", ""biphenyls (CHEBI:22888)"", ""tetrazoles (CHEBI:35689)"", ""1-benzopyran (CHEBI:38443)"", ""aromatic ether (CHEBI:35618)"", ""aralkylamine (CHEBI:18000)"", ""organofluorine compound (CHEBI:37143)"", ""fatty amide (CHEBI:29348)"", ""carboxamide (CHEBI:37622)"", ""organic aromatic compound (CHEBI:33659)"", ""tertiary amine (CHEBI:32876)"", ""secondary alcohol (CHEBI:35681)"", ""amino alcohol (CHEBI:22478)"", ""amino acid (CHEBI:33709)"", ""carboxylic acid (CHEBI:33575)"", ""secondary amino compound (CHEBI:50995)"", ""monocarboxylic acid (CHEBI:25384)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""oxacycle (CHEBI:38104)"", ""carbonyl compound (CHEBI:36586)"", ""organic molecule (CHEBI:72695)"", ""hydrochloride (CHEBI:36807)"", ""organic oxide (CHEBI:25701)"", ""valine derivative (CHEBI:27267)"", ""chemical entity (CHEBI:24431)"", ""organic acid (CHEBI:64709)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""N-acyl-amino acid (CHEBI:51569)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organic heterocyclic compound (CHEBI:24532)"", ""azole (CHEBI:68452)"", ""benzopyran (CHEBI:22727)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic molecular entity (CHEBI:50860)"", ""ether (CHEBI:25698)"", ""nitrogen molecular entity (CHEBI:51143)"", ""amine (CHEBI:32952)"", ""organohalogen compound (CHEBI:36684)"", ""haloarene (CHEBI:50887)"", ""lipid (CHEBI:18059)"", ""amide (CHEBI:32988)"", ""polyol (CHEBI:26191)"", ""organic hydroxy compound (CHEBI:33822)"", ""alcohol (CHEBI:30879)"", ""secondary amine (CHEBI:32863)"", ""organic salt (CHEBI:24868)""]"
73050811,NotAvailable,"predicted_lipidmaps_terms: [""Diphenyl ethers, biphenyls, dibenzyls and stilbenes (PK1309)"", ""N-acyl amines (FA0802)"", ""Benzopyranoids (PK1311)"", ""Fatty Acyls (FA)"", ""Fatty amides (FA08)""]"
73050811,NotAvailable,Classification_version: 2.1
73427314,CHEMONTID:0000000,Kingdom: Organic compounds
73427314,CHEMONTID:0000264,Superclass: Organic acids and derivatives
73427314,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
73427314,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
73427314,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
73427314,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
73427314,CHEMONTID:0002309,Direct_parent: Alpha amino acid amides
73427314,CHEMONTID:0002363,alternative_parents: Phenylacetamides
73427314,CHEMONTID:0004145,alternative_parents: D-alpha-amino acids
73427314,CHEMONTID:0003899,alternative_parents: Aralkylamines
73427314,CHEMONTID:0000226,alternative_parents: Thiazolidines
73427314,CHEMONTID:0001663,alternative_parents: Secondary carboxylic acid amides
73427314,CHEMONTID:0000118,alternative_parents: Ketones
73427314,CHEMONTID:0004176,alternative_parents: Amino acids
73427314,CHEMONTID:0001666,alternative_parents: Thiohemiaminal derivatives
73427314,CHEMONTID:0001137,alternative_parents: Monocarboxylic acids and derivatives
73427314,CHEMONTID:0003862,alternative_parents: Dialkylthioethers
73427314,CHEMONTID:0001205,alternative_parents: Carboxylic acids
73427314,CHEMONTID:0004139,alternative_parents: Azacyclic compounds
73427314,CHEMONTID:0003940,alternative_parents: Organic oxides
73427314,CHEMONTID:0000469,alternative_parents: Monoalkylamines
73427314,CHEMONTID:0004150,alternative_parents: Hydrocarbon derivatives
73427314,NotAvailable,mMlecular_framework: Aromatic heteromonocyclic compounds
73427314,NotAvailable,"Substituents: [""Alpha-amino acid amide"", ""Phenylacetamide"", ""D-alpha-amino acid"", ""Aralkylamine"", ""Monocyclic benzene moiety"", ""Benzenoid"", ""Thiazolidine"", ""Carboxamide group"", ""Ketone"", ""Secondary carboxylic acid amide"", ""Amino acid"", ""Azacycle"", ""Carboxylic acid"", ""Organoheterocyclic compound"", ""Monocarboxylic acid or derivatives"", ""Dialkylthioether"", ""Thioether"", ""Hemithioaminal"", ""Organonitrogen compound"", ""Organic oxygen compound"", ""Primary aliphatic amine"", ""Organooxygen compound"", ""Primary amine"", ""Carbonyl group"", ""Organic nitrogen compound"", ""Hydrocarbon derivative"", ""Amine"", ""Organic oxide"", ""Aromatic heteromonocyclic compound""]"
73427314,NotAvailable,External_descriptors: []
73427314,NotAvailable,"Ancestors: [""Alpha amino acid amides"", ""Alpha amino acids"", ""Alpha amino acids and derivatives"", ""Amines"", ""Amino acids"", ""Amino acids and derivatives"", ""Amino acids, peptides, and analogues"", ""Aralkylamines"", ""Azacyclic compounds"", ""Azolidines"", ""Benzene and substituted derivatives"", ""Benzenoids"", ""Carbonyl compounds"", ""Carboxylic acid amides"", ""Carboxylic acid derivatives"", ""Carboxylic acids"", ""Carboxylic acids and derivatives"", ""Chemical entities"", ""D-alpha-amino acids"", ""Dialkylamines"", ""Dialkylthioethers"", ""Fatty Acyls"", ""Fatty acids and conjugates"", ""Fatty amides"", ""Hydrocarbon derivatives"", ""Ketones"", ""Lipids and lipid-like molecules"", ""Monoalkylamines"", ""Monocarboxylic acids and derivatives"", ""N-acyl amines"", ""Organic acids and derivatives"", ""Organic compounds"", ""Organic nitrogen compounds"", ""Organic oxides"", ""Organic oxygen compounds"", ""Organoheterocyclic compounds"", ""Organonitrogen compounds"", ""Organooxygen compounds"", ""Organopnictogen compounds"", ""Organosulfur compounds"", ""Phenylacetamides"", ""Primary amines"", ""Secondary amines"", ""Secondary carboxylic acid amides"", ""Sulfenyl compounds"", ""Thia fatty acids"", ""Thiazolidines"", ""Thioethers"", ""Thiohemiaminal derivatives"", ""Valine and derivatives""]"
73427314,NotAvailable,"predicted_chebi_terms: [""acetamides (CHEBI:22160)"", ""D-alpha-amino acid (CHEBI:16733)"", ""aralkylamine (CHEBI:18000)"", ""thiazolidines (CHEBI:35622)"", ""carboxamide (CHEBI:37622)"", ""ketone (CHEBI:17087)"", ""amino acid (CHEBI:33709)"", ""organosulfur compound (CHEBI:33261)"", ""monocarboxylic acid (CHEBI:25384)"", ""aliphatic sulfide (CHEBI:22327)"", ""carboxylic acid (CHEBI:33575)"", ""organonitrogen heterocyclic compound (CHEBI:38101)"", ""organic oxide (CHEBI:25701)"", ""alkylamine (CHEBI:13759)"", ""organic molecule (CHEBI:72695)"", ""amino acid amide (CHEBI:22475)"", ""chemical entity (CHEBI:24431)"", ""benzenoid aromatic compound (CHEBI:33836)"", ""benzenes (CHEBI:22712)"", ""organic acid (CHEBI:64709)"", ""carbonyl compound (CHEBI:36586)"", ""organonitrogen compound (CHEBI:35352)"", ""organooxygen compound (CHEBI:36963)"", ""alpha-amino acid (CHEBI:33704)"", ""nitrogen molecular entity (CHEBI:51143)"", ""organic molecular entity (CHEBI:50860)"", ""amine (CHEBI:32952)"", ""organic heterocyclic compound (CHEBI:24532)"", ""amide (CHEBI:32988)"", ""oxygen molecular entity (CHEBI:25806)"", ""organic sulfide (CHEBI:16385)"", ""primary amine (CHEBI:32877)""]"
73427314,NotAvailable,predicted_lipidmaps_terms: []
73427314,NotAvailable,Classification_version: 2.1
73427315,CHEMONTID:0000000,Kingdom: Organic compounds
73427315,CHEMONTID:0000264,Superclass: Organic acids and derivatives
73427315,CHEMONTID:0000265,Class: Carboxylic acids and derivatives
73427315,CHEMONTID:0000013,"Subclass: Amino acids, peptides, and analogues"
73427315,CHEMONTID:0000347,Intermediate_nodes: Amino acids and derivatives
73427315,CHEMONTID:0000060,Intermediate_nodes: Alpha amino acids and derivatives
73427315,CHEMONTID:0002309,Direct_parent: Alpha amino acid amides
73427315,CHEMONTID:0002363,alternative_parents: Phenylacetamides
73427315,CHEMONTID:0004145,alternative_parents: D-alpha-amino acids
73427315,CHEMONTID:0004646,alternative_parents: 1-hydroxy-2-unsubstituted benzenoids
73427315,CHEMONTID:0003899,alternative_parents: Aralkylamines
73427315,CHEMONTID:0000226,alternative_parents: Thiazolidines
